tarikh,nama_kluster,kategori_kluster,daerah
2021-07-02,Kampung Sungai Hilir Perupok,Komuniti,Bachok
2021-07-02,Kampung Sungai Hilir Perupok,Komuniti,Pasir Puteh
2021-07-02,Tingkat Perusahaan 4A,Tempat Kerja,Seberang Perai Tengah
2021-07-02,Sungai Gamong,Komuniti,Meradong
2021-07-02,Kilometer 85 Mukah,Tempat Kerja,Mukah
2021-07-02,Tapak Bina Persiaran Institusi,Tempat Kerja,Sepang
2021-07-02,Jalan Besar Teras Jernang,Tempat Kerja,Sepang
2021-07-02,Jalan Besar Teras Jernang,Tempat Kerja,Hulu Langat
2021-07-02,Keluli Industri Tiga,Tempat Kerja,Johor Bahru
2021-07-02,Jalan By Pass Batu Anam,Tempat Kerja,Segamat
2021-07-02,Damai 16,Tempat Kerja,Johor Bahru
2021-07-02,Jalan Masjid India,Tempat Kerja,Lembah Pantai
2021-07-02,Jalan Masjid India,Tempat Kerja,Cheras
2021-07-02,Jalan Masjid India,Tempat Kerja,Kepong
2021-07-02,Jalan Masjid India,Tempat Kerja,Titiwangsa
2021-07-03,Lingkaran Syed Putra,Tempat Kerja,Lembah Pantai
2021-07-03,Industri Seri Kembangan,Tempat Kerja,Petaling
2021-07-03,Jalan Haji Taha,Tempat Kerja,Kuching
2021-07-03,Jalan Haji Taha,Tempat Kerja,Asajaya
2021-07-03,Jalan Haji Taha,Tempat Kerja,Bau
2021-07-03,Jalan Haji Taha,Tempat Kerja,Samarahan
2021-07-03,Jalan Haji Taha,Tempat Kerja,Serian
2021-07-03,Industri Sungai Sembrong,Tempat Kerja,Kluang
2021-07-03,Industri Taming Jaya,Tempat Kerja,Hulu Langat
2021-07-03,Industri Taming Jaya,Tempat Kerja,Petaling
2021-07-03,Jalan Sri Raya,Tempat Kerja,Melaka Tengah
2021-07-03,Industri Jalan Tech Valley Satu,Tempat Kerja,Seremban
2021-07-03,Jalan Harmonium Tebrau,Tempat Kerja,Johor Bahru
2021-07-03,Jalan Songsang,Tempat Kerja,Temerloh
2021-07-03,Industri Jalan Murni 12,Tempat Kerja,Kulai
2021-07-03,Pagar Tebedu,Pusat Tahanan,Tebedu
2021-07-03,Pagar Tebedu,Pusat Tahanan,Serian
2021-07-03,Zone B Selatan,Tempat Kerja,Sepang
2021-07-03,Zone B Selatan,Tempat Kerja,Petaling
2021-07-03,Zone B Selatan,Tempat Kerja,Hulu Langat
2021-07-03,Zone B Selatan,Tempat Kerja,Klang
2021-07-03,Industri Jalan Sultan,Tempat Kerja,Klang
2021-07-03,Perindustrian Bakri Tiga,Tempat Kerja,Muar
2021-07-03,Nusa Perintis Enam,Tempat Kerja,Johor Bahru
2021-07-03,Nusa Perintis Enam,Tempat Kerja,Kota Tinggi
2021-07-03,Nusa Perintis Enam,Tempat Kerja,Pontian
2021-07-03,Lorong Perusahaan Empat,Tempat Kerja,Seberang Perai Tengah
2021-07-03,Jalan Nagasari Satu,Tempat Kerja,Seberang Perai Tengah
2021-07-03,Dah Mata Ayer,Komuniti,Langkawi
2021-07-03,Kampung Jaya Setia Badang,Komuniti,Kota Bharu
2021-07-04,Industri Jalan Bangi Lama,Tempat Kerja,Hulu Langat
2021-07-04,Industri Bypass Gebeng,Tempat Kerja,Kuantan
2021-07-04,Kilometer 22 Jalan Gambang,Tempat Kerja,Kuantan
2021-07-04,Jalan Perindustrian Agas 11,Tempat Kerja,Tangkak
2021-07-04,Persiaran Kempas Jernih,Kumpulan Berisiko Tinggi,Johor Bahru
2021-07-04,Industri Parit Jamil,Tempat Kerja,Muar
2021-07-04,Jalan Wira Lapan,Tempat Kerja,Johor Bahru
2021-07-04,Pengkalan Batu,Tempat Kerja,Pasir Mas
2021-07-04,Industri Parit Hulu,Tempat Kerja,Muar
2021-07-04,Gong Pasir,Komuniti,Dungun
2021-07-04,Lorong Sungai Tiram,Tempat Kerja,Barat Daya
2021-07-04,Lorong Sungai Tiram,Tempat Kerja,Timur Laut
2021-07-04,Lorong Sungai Tiram,Tempat Kerja,Seberang Perai Utara
2021-07-04,35 Bintulu,Tempat Kerja,Bintulu
2021-07-04,Sungai Pelepak,Komuniti,Meradong
2021-07-04,Sungai Entajum,Komuniti,Tatau
2021-07-04,Kampung Jeram Perdah,Komuniti,Pasir Mas
2021-07-04,Bahtera Barat,Tempat Kerja,Kota Kinabalu
2021-07-04,Lorong Empat Sekinchan,Komuniti,Sabak Bernam
2021-07-04,Lorong Empat Sekinchan,Komuniti,Gombak
2021-07-04,Lorong Empat Sekinchan,Komuniti,Hulu Selangor
2021-07-05,Industri Tech Valley Sendayan,Tempat Kerja,Seremban
2021-07-05,Industri Tech Valley Sendayan,Tempat Kerja,Port Dickson
2021-07-05,Industri TTJ 2,Tempat Kerja,Seremban
2021-07-05,Industri TTJ 2,Tempat Kerja,Kuala Pilah
2021-07-05,Industri TTJ 2,Tempat Kerja,Tampin
2021-07-05,Jalan Harmoni Sembilan,Tempat Kerja,Johor Bahru
2021-07-05,Jalan Sri Sulong,Tempat Kerja,Batu Pahat
2021-07-05,Lorong Berjaya,Tempat Kerja,Kota Kinabalu
2021-07-05,Industri Jerantut Feri,Tempat Kerja,Jerantut
2021-07-05,Industri 121 Kuala Baram,Tempat Kerja,Miri
2021-07-05,Dah Satu Industri Kulim,Tempat Kerja,Kulim
2021-07-05,Dah Satu Industri Kulim,Tempat Kerja,Baling
2021-07-05,Dah Satu Industri Kulim,Tempat Kerja,Bandar Baharu
2021-07-05,Lintang Macallum Dua,Tempat Kerja,Timur Laut
2021-07-05,Kampung Bakong Gunong,Komuniti,Bachok
2021-07-05,Kampung Bechah Tembesu,Komuniti,Kota Bharu
2021-07-05,Industri Bentong Sebelas 2,Tempat Kerja,Bentong
2021-07-05,Jalan Kayu Madang,Tempat Kerja,Kota Kinabalu
2021-07-05,Jalan Kayu Madang,Tempat Kerja,Tuaran
2021-07-06,Jalan KK 6/2 Kubang Kerian,Tempat Kerja,Kota Bharu
2021-07-06,Agora Borneo,Tempat Kerja,Kota Kinabalu
2021-07-06,Jalan Cempaka Ampang,Tempat Kerja,Hulu Langat
2021-07-06,Jalan Baldwin Tiga,Tempat Kerja,Batang Padang
2021-07-06,Jalan Baldwin Tiga,Tempat Kerja,Kampar
2021-07-06,Batu Tiga Bakri,Tempat Kerja,Muar
2021-07-06,Jalan Sagang,Komuniti,Bau
2021-07-06,Jalan Perusahaan Prai,Tempat Kerja,Seberang Perai Tengah
2021-07-06,Industri Perai Lima,Tempat Kerja,Seberang Perai Tengah
2021-07-06,Industri Perai Lima,Tempat Kerja,Seberang Perai Selatan
2021-07-06,Industri Perai Lima,Tempat Kerja,Seberang Perai Utara
2021-07-06,Industri Perai Lima,Tempat Kerja,Kerian
2021-07-06,Industri Perai Lima,Tempat Kerja,Larut
2021-07-06,Industri Perai Lima,Tempat Kerja,Matang
2021-07-06,Industri Perai Lima,Tempat Kerja,Selama
2021-07-06,Industri Perai Lima,Tempat Kerja,Baling
2021-07-06,Industri Perai Lima,Tempat Kerja,Bandar Baharu
2021-07-06,Industri Perai Lima,Tempat Kerja,Kota Setar
2021-07-06,Industri Perai Lima,Tempat Kerja,Kuala Muda
2021-07-06,Industri Perai Lima,Tempat Kerja,Kulim
2021-07-06,Industri Perai Lima,Tempat Kerja,Padang Terap
2021-07-06,Industri Perai Lima,Tempat Kerja,Pendang
2021-07-06,Industri Perai Lima,Tempat Kerja,Yan
2021-07-06,Industri Lorong Senawang Empat,Tempat Kerja,Seremban
2021-07-06,Industri Lorong Senawang Empat,Tempat Kerja,Port Dickson
2021-07-06,Pasar Razak Mansion,Tempat Kerja,Lembah Pantai
2021-07-06,Pasar Razak Mansion,Tempat Kerja,Cheras
2021-07-06,Bukit Kiara,Tempat Kerja,Kepong
2021-07-06,Tapak Bina Damanlela 2,Tempat Kerja,Kepong
2021-07-06,Panjang Sari,Komuniti,Muar
2021-07-06,Sungai Sengkabang,Komuniti,Subis
2021-07-06,Pondok Tanjung,Komuniti,Larut
2021-07-06,Pondok Tanjung,Komuniti,Matang
2021-07-06,Pondok Tanjung,Komuniti,Selama
2021-07-06,Pondok Tanjung,Komuniti,Kerian
2021-07-06,Kampung Gong Kulim Tengah,Komuniti,Pasir Puteh
2021-07-06,Kampung Gong Kulim Tengah,Komuniti,Bachok
2021-07-06,Kampung Gong Kulim Tengah,Komuniti,Besut
2021-07-06,Kampung Kerpal,Komuniti,Rompin
2021-07-06,Kampung Perwira,Komuniti,Tanah Merah
2021-07-06,Pagar Langat,Pusat Tahanan,Kuala Langat
2021-07-06,Parit Sebelas,Komuniti,Sabak Bernam
2021-07-06,Jalan Kolam Ikan Kluang,Komuniti,Kluang
2021-07-07,Lorong Tiga Kampung Siol Kandis,Komuniti,Kuching
2021-07-07,Lorong Tiga Kampung Siol Kandis,Komuniti,Samarahan
2021-07-07,Sungai Bedil Besar,Komuniti,Kuching
2021-07-07,Pintasan Kota Belud,Komuniti,Kota Belud
2021-07-07,Siasai Dundau,Komuniti,Kota Belud
2021-07-07,Jalan Bukit 17,Komuniti,Johor Bahru
2021-07-07,Jalan Pulasan 18,Komuniti,Johor Bahru
2021-07-07,Jalan Parit Mahang,Kumpulan Berisiko Tinggi,Kuala Selangor
2021-07-07,Jalan Limau Kampung Pasir,Kumpulan Berisiko Tinggi,Johor Bahru
2021-07-07,Sejantung,Pendidikan,Hulu Selangor
2021-07-07,Pasar Orkid Sentosa,Tempat Kerja,Hulu Selangor
2021-07-07,Jalan Metro Perdana,Tempat Kerja,Kepong
2021-07-07,Jalan Metro Perdana,Tempat Kerja,Titiwangsa
2021-07-07,Jalan Metro Perdana,Tempat Kerja,Gombak
2021-07-07,Jalan Metro Perdana,Tempat Kerja,Petaling
2021-07-07,Jalan Metro Perdana,Tempat Kerja,Kuala Selangor
2021-07-07,Jalan Tun Razak Peringgit,Tempat Kerja,Melaka Tengah
2021-07-07,Industri Jalan TMP Lapan,Tempat Kerja,Melaka Tengah
2021-07-07,Industri Lengkok Emas Nilai,Tempat Kerja,Seremban
2021-07-07,Industri Lengkok Emas Nilai,Tempat Kerja,Port Dickson
2021-07-07,Tasik Utama 2,Tempat Kerja,Seremban
2021-07-07,Tasik Utama 2,Tempat Kerja,Port Dickson
2021-07-07,Jalan Nik Yusuf,Komuniti,Pasir Mas
2021-07-07,Jalan Panchang,Komuniti,Sabak Bernam
2021-07-07,Taman Dovenby,Komuniti,Kuala Kangsar
2021-07-07,Taman Dovenby,Komuniti,Kinta
2021-07-07,Taman Dovenby,Komuniti,Larut
2021-07-07,Taman Dovenby,Komuniti,Matang
2021-07-07,Taman Dovenby,Komuniti,Selama
2021-07-07,Taman Dovenby,Komuniti,Gombak
2021-07-08,Jalan Jenderam Hulu,Pendidikan,Sepang
2021-07-08,Jalan Jenderam Hulu,Pendidikan,Petaling
2021-07-08,Jalan Ria,Kumpulan Berisiko Tinggi,Muar
2021-07-08,Kampung Istimewa 2,Komuniti,Sandakan
2021-07-08,Taman Tasek Solok Dua,Komuniti,Kinta
2021-07-08,Jalan Radin Dua,Tempat Kerja,Lembah Pantai
2021-07-08,Jalan Medan Putra,Tempat Kerja,Kepong
2021-07-08,Taman Perusahaan Kepong,Tempat Kerja,Kepong
2021-07-08,Tapak Bina Jalan Sri Permaisuri,Tempat Kerja,Cheras
2021-07-08,Industri Jaya Sungai Buloh,Tempat Kerja,Gombak
2021-07-08,Industri Jaya Sungai Buloh,Tempat Kerja,Petaling
2021-07-08,Putra Dua,Tempat Kerja,Putrajaya
2021-07-08,Putra Dua,Tempat Kerja,Titiwangsa
2021-07-08,Putra Dua,Tempat Kerja,Petaling
2021-07-08,Industri Sungai Lalang,Tempat Kerja,Hulu Langat
2021-07-08,Tapak Bina Jenderam Hilir,Tempat Kerja,Sepang
2021-07-08,Tapak Bina Jenderam Hilir,Tempat Kerja,Hulu Langat
2021-07-08,Industri Bunga Tanjung,Tempat Kerja,Seremban
2021-07-08,Industri Bunga Tanjung,Tempat Kerja,Jelebu
2021-07-08,Industri Bunga Tanjung,Tempat Kerja,Rembau
2021-07-08,Industri Sendayan Metropark,Tempat Kerja,Seremban
2021-07-08,Industri Emas Satu,Tempat Kerja,Seremban
2021-07-08,Jalan Daiman,Tempat Kerja,Kota Tinggi
2021-07-08,Jalan Harmonium 33,Tempat Kerja,Johor Bahru
2021-07-08,Industri Bakri Empat,Tempat Kerja,Muar
2021-07-08,Jalan Tanah Putih,Tempat Kerja,Kuantan
2021-07-08,Jalan Gebeng 1/11,Tempat Kerja,Kuantan
2021-07-08,Industri Jalan Stapunal,Tempat Kerja,Kuala Krai
2021-07-08,Industri Jalan Stapunal,Tempat Kerja,Machang
2021-07-08,Lebuh Pantai Baru,Tempat Kerja,Manjung
2021-07-08,Dah 90 Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-07-08,Taman Tanjung Mas,Komuniti,Kota Bharu
2021-07-08,Kampung Batu 8 1/4,Komuniti,Kota Bharu
2021-07-08,Lumadan,Komuniti,Beaufort
2021-07-08,Bandar Baru Sentul 2,Komuniti,Kepong
2021-07-08,Sega,Komuniti,Bau
2021-07-08,Sega,Komuniti,Kuching
2021-07-08,Titian 2,Komuniti,Labuan
2021-07-09,Jalan Desa Putera,Pendidikan,Klang
2021-07-09,Sungai Jelai Kuala Lipis,Kumpulan Berisiko Tinggi,Lipis
2021-07-09,Zone T Selatan,Tempat Kerja,Sepang
2021-07-09,Zone T Selatan,Tempat Kerja,Kuala Langat
2021-07-09,Tembok Miri,Pusat Tahanan,Miri
2021-07-09,Batu Lapan Bakri,Tempat Kerja,Muar
2021-07-09,Jalan Bukit Bakri,Tempat Kerja,Muar
2021-07-09,Jalan Haji Jaib,Tempat Kerja,Muar
2021-07-09,Jalan Duku Kiri,Tempat Kerja,Johor Bahru
2021-07-09,Jalan Sri Plentong Tiga,Tempat Kerja,Johor Bahru
2021-07-09,Persiaran Agas,Tempat Kerja,Tangkak
2021-07-09,Persiaran Agas,Tempat Kerja,Muar
2021-07-09,Persiaran Agas,Tempat Kerja,dan Segamat
2021-07-09,Industri Jalan Kusta,Tempat Kerja,Gombak
2021-07-09,Industri Jalan Kusta,Tempat Kerja,Petaling
2021-07-09,Industri Jalan Telok Gong,Tempat Kerja,Klang
2021-07-09,Industri Nakhoda,Tempat Kerja,Sabak Bernam
2021-07-09,Industri Jalan Satu Selesa Jaya,Tempat Kerja,Hulu Langat
2021-07-09,Industri Jalan Gombak Batu 11,Tempat Kerja,Gombak
2021-07-09,Pagar Taman IKS,Pusat Tahanan,Kuala Selangor
2021-07-09,Jalan Ipoh Kecil,Tempat Kerja,Lembah Pantai
2021-07-09,Tapak Bina Jalan Khoo Teik Ee,Tempat Kerja,Lembah Pantai
2021-07-09,Tapak Bina Jalan Khoo Teik Ee,Tempat Kerja,Cheras
2021-07-09,Taman Merdeka Permai,Tempat Kerja,Melaka Tengah
2021-07-09,Taman Cempaka,Tempat Kerja,Melaka Tengah
2021-07-09,Jalan Saw Ah Choy,Tempat Kerja,Larut
2021-07-09,Jalan Saw Ah Choy,Tempat Kerja,Matang
2021-07-09,Jalan Saw Ah Choy,Tempat Kerja,dan Selama
2021-07-09,Jalan Seramik Chepor 11/1,Tempat Kerja,Kuala Kangsar
2021-07-09,Jalan Seramik Chepor 11/1,Tempat Kerja,Kinta
2021-07-09,Tapak Bina Bidara,Tempat Kerja,Seremban
2021-07-09,Jalan Pasar Basah Mukah,Tempat Kerja,Mukah
2021-07-09,Jalan Pasar Basah Mukah,Tempat Kerja,Dalat
2021-07-09,Taman Bismi Rahmat,Komuniti,Tanah Merah
2021-07-09,Kampung Bunut Satut,Komuniti,Kota Bharu
2021-07-09,Kampung Gelugor,Komuniti,Tanah Merah
2021-07-09,Sawit Segama,Komuniti,Lahad Datu
2021-07-09,Benteng Sri Aman,Pusat Tahanan,Sri Aman
2021-07-09,Jalan Matang,Tempat Kerja,Kepong
2021-07-10,Semuja,Pusat Tahanan,Serian
2021-07-10,Pagar Serian,Pusat Tahanan,Serian
2021-07-10,Sri Rakyat,Komuniti,Cheras
2021-07-10,Taman Jaya,Kumpulan Berisiko Tinggi,Cheras
2021-07-10,Taman Jaya,Kumpulan Berisiko Tinggi,Titiwangsa
2021-07-10,Tapak Bina Selabu,Tempat Kerja,Muar
2021-07-10,Susur Enam Larkin,Tempat Kerja,Johor Bahru
2021-07-10,Jalan Lombong Dua,Tempat Kerja,Kota Tinggi
2021-07-10,Jalan Pendas Laut,Tempat Kerja,Johor Bahru
2021-07-10,PLO Jalan Emas,Tempat Kerja,Johor Bahru
2021-07-10,Jalan Membalua,Tempat Kerja,Tawau
2021-07-10,KKIP Empat Timur,Tempat Kerja,Kota Kinabalu
2021-07-10,Balak Penangah,Tempat Kerja,Tongod
2021-07-10,Balak Penangah,Tempat Kerja,Nabawan
2021-07-10,Jalan Dua Salak Tinggi,Tempat Kerja,Sepang
2021-07-10,Jalan Dua Salak Tinggi,Tempat Kerja,Klang
2021-07-10,Jalan Dua Salak Tinggi,Tempat Kerja,Kuala Selangor
2021-07-10,Industri Perigi Lapan,Tempat Kerja,Klang
2021-07-10,Tapak Bina Jalan Tanjung Puteri,Tempat Kerja,Johor Bahru
2021-07-10,Industri Jalan Perajurit Satu,Tempat Kerja,Klang
2021-07-10,Industri Taman Ehsan,Tempat Kerja,Gombak
2021-07-10,Jalan Solaris,Tempat Kerja,Kepong
2021-07-10,Tapak Bina Jalil Utama 2,Tempat Kerja,Cheras
2021-07-10,Industri Lot Q,Tempat Kerja,Dungun
2021-07-10,Industri Lot Q,Tempat Kerja,Kemaman
2021-07-10,Tapak Bina Jalan Tengku Abdul Samad,Tempat Kerja,Raub
2021-07-10,Jalan Gebeng 2/3,Tempat Kerja,Kuantan
2021-07-10,Sri Bunian,Komuniti,Pontian
2021-07-10,Rebana Jernih,Komuniti,Alor Gajah
2021-07-10,Sungai Setajam,Komuniti,Sarikei
2021-07-10,Taman Grandview,Komuniti,Sandakan
2021-07-10,Taman Grandview,Komuniti,Putatan
2021-07-10,Industri Jalan Perajurit Dua,Tempat Kerja,Klang
2021-07-10,Tembok Sri Aman 2,Pusat Tahanan,Sri Aman
2021-07-10,Jalan Sri Siantan,Kumpulan Berisiko Tinggi,Klang
2021-07-11,Cahaya Yong Peng,Tempat Kerja,Batu Pahat
2021-07-11,Cahaya Yong Peng,Tempat Kerja,Kluang
2021-07-11,Jalan Pantai Baharu,Tempat Kerja,Lembah Pantai
2021-07-11,Kayu Patikang,Tempat Kerja,Keningau
2021-07-11,Jalan Dedap 13,Tempat Kerja,Johor Bahru
2021-07-11,Jalan Dedap 13,Tempat Kerja,Kota Tinggi
2021-07-11,Kampung Perangkap,Tempat Kerja,Pasir Mas
2021-07-11,Kampung Perangkap,Tempat Kerja,Tumpat
2021-07-11,Bandar Baru Tunjong,Tempat Kerja,Kota Bahru
2021-07-11,Bandar Baru Tunjong,Tempat Kerja,Pasir Mas
2021-07-11,Jalan Industri Dua Rawang,Tempat Kerja,Gombak
2021-07-11,Industri Jalan Subang 13,Tempat Kerja,Petaling
2021-07-11,Industri Jalan Subang 13,Tempat Kerja,Hulu Langat
2021-07-11,Jalan Cengal,Tempat Kerja,Muar
2021-07-11,Tapak Bina Jalan Thean Teik,Tempat Kerja,Timur Laut
2021-07-11,Industri Jalan Rukun,Tempat Kerja,Kuala Selangor
2021-07-11,Batu Muda,Komuniti,Kepong
2021-07-11,Kampung Padang Balang,Komuniti,Kepong
2021-07-11,Taman Koperasi Polis,Komuniti,Kepong
2021-07-11,Melor Intan,Komuniti,Hilir Perak
2021-07-11,Jalan Mawar Belitong,Komuniti,Kluang
2021-07-11,Jalan Awan Cempaka,Kumpulan Berisiko Tinggi,Lembah Pantai
2021-07-11,Jalan Sri Hartamas Satu,Tempat Kerja,Kepong
2021-07-11,Tapak Bina Solar Beriah,Tempat Kerja,Kerian
2021-07-12,Rantau Kesidang,Komuniti,Maran
2021-07-12,Rantau Kesidang,Komuniti,Jerantut
2021-07-12,Kampung Pulau Kundur,Komuniti,Kota Bharu
2021-07-12,Kampung Pulau Kundur,Komuniti,Tumpat
2021-07-12,Jalan Dusun Langgar,Komuniti,Tumpat
2021-07-12,Jalan Dusun Langgar,Komuniti,Kota Bharu
2021-07-12,Ketior Dalam,Komuniti,Kuala Kangsar
2021-07-12,Tok Molor,Komuniti,Kuala Terengganu
2021-07-12,Seksyen 14 Jalan Bayam,Kumpulan Berisiko Tinggi,Kota Bharu
2021-07-12,Seksyen 14 Jalan Bayam,Kumpulan Berisiko Tinggi,Tumpat
2021-07-12,Seksyen 14 Jalan Bayam,Kumpulan Berisiko Tinggi,Pasir Mas
2021-07-12,Taman Utama Satu,Kumpulan Berisiko Tinggi,Muar
2021-07-12,Taman Utama Satu,Kumpulan Berisiko Tinggi,Tangkak
2021-07-12,Bayam Tiga,Kumpulan Berisiko Tinggi,Kuala Langat
2021-07-12,Bayam Tiga,Kumpulan Berisiko Tinggi,Klang
2021-07-12,Putrajaya 15,Tempat Kerja,Putrajaya
2021-07-12,Lorong Sentosa Satu,Tempat Kerja,Kuala Pilah
2021-07-12,Tapak Bina Jalan Cendana,Tempat Kerja,Titiwangsa
2021-07-12,Industri Jalan Utas,Tempat Kerja,Klang
2021-07-12,Industri Jalan Utas,Tempat Kerja,Hulu Langat
2021-07-12,Industri Jalan Utas,Tempat Kerja,Kuala Langat
2021-07-12,Industri Jalan Utas,Tempat Kerja,Petaling
2021-07-12,Resort Sepang,Tempat Kerja,Sepang
2021-07-12,Kampung Kendaie,Komuniti,Lundu
2021-07-12,Tanjung Gelam,Komuniti,Kuala Nerus
2021-07-12,Lorong Kubur Maras,Komuniti,Kota Bharu
2021-07-13,Jalan Biru,Komuniti,Kulai
2021-07-13,Kampung Baru Air Panas,Komuniti,Titiwangsa
2021-07-13,Jalan Pendekar 18,Tempat Kerja,Johor Bahru
2021-07-13,Jalan Indah 15,Tempat Kerja,Johor Bahru
2021-07-13,Jalan Molek Tiga,Tempat Kerja,Johor Bahru
2021-07-13,Jalan Molek Tiga,Tempat Kerja,Pontian
2021-07-13,Jalan Bukit Mor,Tempat Kerja,Muar
2021-07-13,Industri Teknologi Empat,Tempat Kerja,Tangkak
2021-07-13,Industri Perkampungan Perabut,Tempat Kerja,Hulu Selangor
2021-07-13,Tapak Bina Laluan Kuala Selangor,Tempat Kerja,Kuala Selangor
2021-07-13,Industri Jalan Usaha Lima,Tempat Kerja,Melaka Tengah
2021-07-13,Industri Jalan Usaha Lima,Tempat Kerja,Jasin
2021-07-13,Industri Bukit Minyak 11,Tempat Kerja,Seberang Perai Tengah
2021-07-13,C2 Kubang Kerian,Tempat Kerja,Kota Bharu
2021-07-13,C2 Kubang Kerian,Tempat Kerja,Bachok
2021-07-13,Jalan Taiping Kuala Sepetang,Tempat Kerja,Larut
2021-07-13,Jalan Taiping Kuala Sepetang,Tempat Kerja,Matang
2021-07-13,Jalan Taiping Kuala Sepetang,Tempat Kerja,Selama
2021-07-13,Gajah Mati Bukit Besi,Tempat Kerja,Dungun
2021-07-13,Kampung Sungai Buloh,Komuniti,Jelebu
2021-07-13,Taman Waja,Komuniti,Kuala Pilah
2021-07-13,Kemahang Dua,Komuniti,Tanah Merah
2021-07-13,Kampung Muring,Komuniti,Kota Bharu
2021-07-13,Kampung Muring,Komuniti,Jeli
2021-07-13,Kampung Muring,Komuniti,Gombak
2021-07-13,Jalan Mawar Ulu Tebrau,Komuniti,Johor Bahru
2021-07-13,Dah Kampung Batu,Komuniti,Kulim
2021-07-13,Kuala Permai,Komuniti,Alor Gajah
2021-07-13,Kuala Permai,Komuniti,Melaka Tengah
2021-07-13,Pulau Serai,Komuniti,Dungun
2021-07-13,Pulau Serai,Komuniti,Marang
2021-07-13,Jalan Selayang Utama,Tempat Kerja,Gombak
2021-07-14,Jalan Kelaboran,Kumpulan Berisiko Tinggi,Tumpat
2021-07-14,Lorong Aik Hwa,Tempat Kerja,Muar
2021-07-14,Tapak Bina Metropolis 2,Tempat Kerja,Kepong
2021-07-14,Jalan Sinar Sentul,Tempat Kerja,Kepong
2021-07-14,Jalan Ampang Sejahtera,Tempat Kerja,Titiwangsa
2021-07-14,Lorong Ara,Tempat Kerja,Lembah Pantai
2021-07-14,Industri Alam Jaya 2/3,Tempat Kerja,Kuala Selangor
2021-07-14,Industri Alam Jaya 2/3,Tempat Kerja,Gombak
2021-07-14,Jalan Medan Seksyen Sembilan,Tempat Kerja,Hulu Selangor
2021-07-14,Industri Jalan Mas Tujuh,Tempat Kerja,Sepang
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Baling
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Kuala Muda
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Kulim
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Sik
2021-07-14,Dah Saga Industri Sungai Petani,Tempat Kerja,Kuala Muda
2021-07-14,Dah Saga Industri Sungai Petani,Tempat Kerja,Kulim
2021-07-14,Jalan Lebuh Ayer Keroh,Tempat Kerja,Melaka Tengah
2021-07-14,Jalan Lebuh Ayer Keroh,Tempat Kerja,Jasin
2021-07-14,Jalan Lebuh Ayer Keroh,Tempat Kerja,Alor Gajah
2021-07-14,Jalan Dian 19,Tempat Kerja,Johor Bahru
2021-07-14,Jalan Jasin Bestari,Tempat Kerja,Jasin
2021-07-14,Jalan 11 Medan,Komuniti,Sepang
2021-07-14,Desa Kemandol,Komuniti,Kuala Langat
2021-07-14,Murni Perdana,Komuniti,Marang
2021-07-14,Murni Perdana,Komuniti,Dungun
2021-07-14,Bukit Tok Bat,Komuniti,Hulu Terengganu
2021-07-14,Bukit Tok Bat,Komuniti,Setiu
2021-07-14,Bukit Tok Bat,Komuniti,Besut
2021-07-14,Bukit Tok Bat,Komuniti,Bentong
2021-07-14,Jalan D’Aranjo,Komuniti,Melaka Tengah
2021-07-14,Kampung Melamam,Komuniti,Sipitang
2021-07-14,Duyoh,Komuniti,Bau
2021-07-14,Jalan Pahat 15,Kumpulan Berisiko Tinggi,Petaling
2021-07-14,Jalan Pahat 15,Kumpulan Berisiko Tinggi,Sepang
2021-07-14,Sentosa 2,Kumpulan Berisiko Tinggi,Kuching
2021-07-14,Sentosa 2,Kumpulan Berisiko Tinggi,Samarahan
2021-07-14,Sentosa 2,Kumpulan Berisiko Tinggi,Asajaya
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Sik
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Baling
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Pendang
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Kuala Muda
2021-07-14,Jalan Teo Kui Ngo,Tempat Kerja,Meradong
2021-07-14,Persiaran Teknologi 11,Tempat Kerja,Kulai
2021-07-14,Persiaran Teknologi 11,Tempat Kerja,Johor Bahru
2021-07-15,Industri Teknologi Cheng Satu,Tempat Kerja,Melaka Tengah
2021-07-15,Jalan Gombak 3,Pendidikan,Gombak
2021-07-15,Jalan Anggerik Muar,Tempat Kerja,Muar
2021-07-15,Industri Jalan Perusahaan Lima,Tempat Kerja,Hulu Langat
2021-07-15,Industri Jalan Besi Satu,Tempat Kerja,Kulai
2021-07-15,Salak Land,Tempat Kerja,Kuching
2021-07-15,Persiaran Tun Perak,Tempat Kerja,Hulu Langat
2021-07-15,Industri Batu 34 Dengkil – Banting,Tempat Kerja,Sepang
2021-07-15,Jalan Angkasa Mas Dua,Tempat Kerja,Johor Bahru
2021-07-15,Persiaran Anggun,Tempat Kerja,Gombak
2021-07-15,Jalan Seri Utara,Tempat Kerja,Kepong
2021-07-15,Lingkaran Wawasan,Pendidikan,Lembah Pantai
