tarikh,nama_kluster,kategori_kluster,negeri
2021-07-08,Jalan Gebeng 1/11,Tempat Kerja,Pahang
2021-07-08,Industri Jalan Stapunal,Tempat Kerja,Kelantan
2021-07-08,Lebuh Pantai Baru,Tempat Kerja,Perak
2021-07-08,Dah 90 Industri Sungai Petani,Tempat Kerja,Kedah
2021-07-08,Taman Tanjung Mas,Komuniti,Kelantan
2021-07-08,Kampung Batu 8 1/4,Komuniti,Kelantan
2021-07-08,Lumadan,Komuniti,Sabah
2021-07-08,Bandar Baru Sentul 2,Komuniti,WP Kuala Lumpur
2021-07-08,Sega,Komuniti,Sarawak
2021-07-08,Titian 2,Komuniti,WP Labuan
2021-07-09,Jalan Desa Putera,Pendidikan,Selangor
2021-07-09,Sungai Jelai Kuala Lipis,Kumpulan Berisiko Tinggi,Pahang
2021-07-09,Zone T Selatan,Tempat Kerja,Selangor
2021-07-09,Tembok Miri,Pusat Tahanan,Sarawak
2021-07-09,Batu Lapan Bakri,Tempat Kerja,Johor
2021-07-09,Jalan Bukit Bakri,Tempat Kerja,Johor
2021-07-09,Jalan Haji Jaib,Tempat Kerja,Johor
2021-07-09,Jalan Duku Kiri,Tempat Kerja,Johor
2021-07-09,Jalan Sri Plentong Tiga,Tempat Kerja,Johor
2021-07-09,Persiaran Agas,Tempat Kerja,Johor
2021-07-09,Industri Jalan Kusta,Tempat Kerja,Selangor
2021-07-09,Industri Jalan Telok Gong,Tempat Kerja,Selangor
2021-07-09,Industri Nakhoda,Tempat Kerja,Selangor
2021-07-09,Industri Jalan Satu Selesa Jaya,Tempat Kerja,Selangor
2021-07-09,Industri Jalan Gombak Batu 11,Tempat Kerja,Selangor
2021-07-09,Pagar Taman IKS,Pusat Tahanan,Selangor
2021-07-09,Jalan Ipoh Kecil,Tempat Kerja,WP Kuala Lumpur
2021-07-09,Tapak Bina Jalan Khoo Teik Ee,Tempat Kerja,WP Kuala Lumpur
2021-07-09,Taman Merdeka Permai,Tempat Kerja,Melaka
2021-07-09,Taman Cempaka,Tempat Kerja,Melaka
2021-07-09,Jalan Saw Ah Choy,Tempat Kerja,Perak
2021-07-09,Jalan Seramik Chepor 11/1,Tempat Kerja,Perak
2021-07-09,Tapak Bina Bidara,Tempat Kerja,Negeri Sembilan
2021-07-09,Jalan Pasar Basah Mukah,Tempat Kerja,Sarawak
2021-07-09,Taman Bismi Rahmat,Komuniti,Kelantan
2021-07-09,Kampung Bunut Satut,Komuniti,Kelantan
2021-07-09,Kampung Gelugor,Komuniti,Kelantan
2021-07-09,Sawit Segama,Komuniti,Sabah
2021-07-09,Benteng Sri Aman,Pusat Tahanan,Sarawak
2021-07-09,Jalan Matang,Tempat Kerja,WP Kuala Lumpur
2021-07-10,Semuja,Pusat Tahanan,Sarawak
2021-07-10,Pagar Serian,Pusat Tahanan,Sarawak
2021-07-10,Sri Rakyat,Komuniti,WP Kuala Lumpur
2021-07-10,Taman Jaya,Kumpulan Berisiko Tinggi,WP Kuala Lumpur
2021-07-10,Tapak Bina Selabu,Tempat Kerja,Johor
2021-07-10,Susur Enam Larkin,Tempat Kerja,Johor
2021-07-10,Jalan Lombong Dua,Tempat Kerja,Johor
2021-07-10,Jalan Pendas Laut,Tempat Kerja,Johor
2021-07-10,PLO Jalan Emas,Tempat Kerja,Johor
2021-07-10,Jalan Membalua,Tempat Kerja,Sabah
2021-07-10,KKIP Empat Timur,Tempat Kerja,Sabah
2021-07-10,Balak Penangah,Tempat Kerja,Sabah
2021-07-10,Jalan Dua Salak Tinggi,Tempat Kerja,Selangor
2021-07-10,Industri Perigi Lapan,Tempat Kerja,Selangor
2021-07-10,Tapak Bina Jalan Tanjung Puteri,Tempat Kerja,Johor
2021-07-10,Industri Jalan Perajurit Satu,Tempat Kerja,Selangor
2021-07-10,Industri Taman Ehsan,Tempat Kerja,Selangor
2021-07-10,Jalan Solaris,Tempat Kerja,WP Kuala Lumpur
2021-07-10,Tapak Bina Jalil Utama 2,Tempat Kerja,WP Kuala Lumpur
2021-07-10,Industri Lot Q,Tempat Kerja,Terengganu
2021-07-10,Tapak Bina Jalan Tengku Abdul Samad,Tempat Kerja,Pahang
2021-07-10,Jalan Gebeng 2/3,Tempat Kerja,Pahang
2021-07-10,Sri Bunian,Komuniti,Johor
2021-07-10,Rebana Jernih,Komuniti,Melaka
2021-07-10,Sungai Setajam,Komuniti,Sarawak
2021-07-10,Taman Grandview,Komuniti,Sabah
2021-07-10,Industri Jalan Perajurit Dua,Tempat Kerja,Selangor
2021-07-10,Tembok Sri Aman 2,Pusat Tahanan,Sarawak
2021-07-10,Jalan Sri Siantan,Kumpulan Berisiko Tinggi,Selangor
2021-07-11,Cahaya Yong Peng,Tempat Kerja,Johor
2021-07-11,Jalan Pantai Baharu,Tempat Kerja,WP Kuala Lumpur
2021-07-11,Kayu Patikang,Tempat Kerja,Sabah
2021-07-11,Jalan Dedap 13,Tempat Kerja,Johor
2021-07-11,Kampung Perangkap,Tempat Kerja,Kelantan
2021-07-11,Bandar Baru Tunjong,Tempat Kerja,Kelantan
2021-07-11,Jalan Industri Dua Rawang,Tempat Kerja,Selangor
2021-07-11,Industri Jalan Subang 13,Tempat Kerja,Selangor
2021-07-11,Jalan Cengal,Tempat Kerja,Johor
2021-07-11,Tapak Bina Jalan Thean Teik,Tempat Kerja,Pulau Pinang
2021-07-11,Industri Jalan Rukun,Tempat Kerja,Selangor
2021-07-11,Batu Muda,Komuniti,WP Kuala Lumpur
2021-07-11,Kampung Padang Balang,Komuniti,WP Kuala Lumpur
2021-07-11,Taman Koperasi Polis,Komuniti,WP Kuala Lumpur
2021-07-11,Melor Intan,Komuniti,Perak
2021-07-11,Jalan Mawar Belitong,Komuniti,Johor
2021-07-11,Jalan Awan Cempaka,Kumpulan Berisiko Tinggi,WP Kuala Lumpur
2021-07-11,Jalan Sri Hartamas Satu,Tempat Kerja,WP Kuala Lumpur
2021-07-11,Tapak Bina Solar Beriah,Tempat Kerja,Perak
2021-07-12,Rantau Kesidang,Komuniti,Pahang
2021-07-12,Kampung Pulau Kundur,Komuniti,Kelantan
2021-07-12,Jalan Dusun Langgar,Komuniti,Kelantan
2021-07-12,Ketior Dalam,Komuniti,Perak
2021-07-12,Tok Molor,Komuniti,Terengganu
2021-07-12,Seksyen 14 Jalan Bayam,Kumpulan Berisiko Tinggi,Kelantan
2021-07-12,Taman Utama Satu,Kumpulan Berisiko Tinggi,Johor
2021-07-12,Bayam Tiga,Kumpulan Berisiko Tinggi,Selangor
2021-07-12,Putrajaya 15,Tempat Kerja,WP Putrajaya
2021-07-12,Lorong Sentosa Satu,Tempat Kerja,Negeri Sembilan
2021-07-12,Tapak Bina Jalan Cendana,Tempat Kerja,WP Kuala Lumpur
2021-07-12,Industri Jalan Utas,Tempat Kerja,Selangor
2021-07-12,Resort Sepang,Tempat Kerja,Selangor
2021-07-12,Kampung Kendaie,Komuniti,Sarawak
2021-07-12,Tanjung Gelam,Komuniti,Terengganu
2021-07-12,Lorong Kubur Maras,Komuniti,Kelantan
2021-07-13,Jalan Biru,Komuniti,Johor
2021-07-13,Kampung Baru Air Panas,Komuniti,WP Kuala Lumpur
2021-07-13,Jalan Pendekar 18,Tempat Kerja,Johor
2021-07-13,Jalan Indah 15,Tempat Kerja,Johor
2021-07-13,Jalan Molek Tiga,Tempat Kerja,Johor
2021-07-13,Jalan Bukit Mor,Tempat Kerja,Johor
2021-07-13,Industri Teknologi Empat,Tempat Kerja,Johor
2021-07-13,Industri Perkampungan Perabut,Tempat Kerja,Selangor
2021-07-13,Tapak Bina Laluan Kuala Selangor,Tempat Kerja,Selangor
2021-07-13,Industri Jalan Usaha Lima,Tempat Kerja,Melaka
2021-07-13,Industri Bukit Minyak 11,Tempat Kerja,Pulau Pinang
2021-07-13,C2 Kubang Kerian,Tempat Kerja,Kelantan
2021-07-13,Jalan Taiping Kuala Sepetang,Tempat Kerja,Perak
2021-07-13,Gajah Mati Bukit Besi,Tempat Kerja,Terengganu
2021-07-13,Kampung Sungai Buloh,Komuniti,Negeri Sembilan
2021-07-13,Taman Waja,Komuniti,Negeri Sembilan
2021-07-13,Kemahang Dua,Komuniti,Kelantan
2021-07-13,Kampung Muring,Komuniti,Kelantan
2021-07-13,Kampung Muring,Komuniti,Selangor
2021-07-13,Jalan Mawar Ulu Tebrau,Komuniti,Johor
2021-07-13,Dah Kampung Batu,Komuniti,Kedah
2021-07-13,Kuala Permai,Komuniti,Melaka
2021-07-13,Pulau Serai,Komuniti,Terengganu
2021-07-13,Jalan Selayang Utama,Tempat Kerja,Selangor
2021-07-14,Jalan Kelaboran,Kumpulan Berisiko Tinggi,Kelantan
2021-07-14,Lorong Aik Hwa,Tempat Kerja,Johor
2021-07-14,Tapak Bina Metropolis 2,Tempat Kerja,WP Kuala Lumpur
2021-07-14,Jalan Sinar Sentul,Tempat Kerja,WP Kuala Lumpur
2021-07-14,Jalan Ampang Sejahtera,Tempat Kerja,WP Kuala Lumpur
2021-07-14,Lorong Ara,Tempat Kerja,WP Kuala Lumpur
2021-07-14,Industri Alam Jaya 2/3,Tempat Kerja,Selangor
2021-07-14,Jalan Medan Seksyen Sembilan,Tempat Kerja,Selangor
2021-07-14,Industri Jalan Mas Tujuh,Tempat Kerja,Selangor
2021-07-14,Dah Ketil Industri Baling,Tempat Kerja,Kedah
2021-07-14,Dah Saga Industri Sungai Petani,Tempat Kerja,Kedah
2021-07-14,Jalan Lebuh Ayer Keroh,Tempat Kerja,Melaka
2021-07-14,Jalan Dian 19,Tempat Kerja,Johor
2021-07-14,Jalan Jasin Bestari,Tempat Kerja,Melaka
2021-07-14,Jalan 11 Medan,Komuniti,Selangor
2021-07-14,Desa Kemandol,Komuniti,Selangor
2021-07-14,Murni Perdana,Komuniti,Terengganu
2021-07-14,Bukit Tok Bat,Komuniti,Terengganu
2021-07-14,Bukit Tok Bat,Komuniti,Pahang
2021-07-14,Jalan D’Aranjo,Komuniti,Melaka
2021-07-14,Kampung Melamam,Komuniti,Sabah
2021-07-14,Duyoh,Komuniti,Sarawak
2021-07-14,Jalan Pahat 15,Kumpulan Berisiko Tinggi,Selangor
2021-07-14,Sentosa 2,Kumpulan Berisiko Tinggi,Sarawak
2021-07-14,Dah Melor,Kumpulan Berisiko Tinggi,Kedah
2021-07-14,Jalan Teo Kui Ngo,Tempat Kerja,Sarawak
2021-07-14,Persiaran Teknologi 11,Tempat Kerja,Johor
2021-07-15,Industri Teknologi Cheng Satu,Tempat Kerja,Melaka
2021-07-15,Jalan Gombak 3,Pendidikan,Selangor
2021-07-15,Jalan Anggerik Muar,Tempat Kerja,Johor
2021-07-15,Industri Jalan Perusahaan Lima,Tempat Kerja,Selangor
2021-07-15,Industri Jalan Besi Satu,Tempat Kerja,Johor
2021-07-15,Salak Land,Tempat Kerja,Sarawak
2021-07-15,Persiaran Tun Perak,Tempat Kerja,Selangor
2021-07-15,Industri Batu 34 Dengkil – Banting,Tempat Kerja,Selangor
2021-07-15,Jalan Angkasa Mas Dua,Tempat Kerja,Johor
2021-07-15,Persiaran Anggun,Tempat Kerja,Selangor
2021-07-15,Jalan Seri Utara,Tempat Kerja,WP Kuala Lumpur
2021-07-15,Lingkaran Wawasan,Pendidikan,WP Kuala Lumpur
2021-07-15,Bintang Meranti,Tempat Kerja,WP Kuala Lumpur
2021-07-15,Lebuh Tanjung Satu,Tempat Kerja,Johor
2021-07-15,Satu Timur,Tempat Kerja,Selangor
2021-07-15,Jalan Pinang,Tempat Kerja,WP Kuala Lumpur
2021-07-15,Pagar Tropika Satu,Pusat Tahanan,Johor
2021-07-15,Industri Dewani Satu,Tempat Kerja,Johor
2021-07-15,Tembok Pengkalan Chepa 2,Pusat Tahanan,Kelantan
2021-07-15,Langkap,Komuniti,Negeri Sembilan
2021-07-15,Tembok Ayer Keroh,Pusat Tahanan,Melaka
2021-07-15,Taman Pelangi Kluang,Komuniti,Johor
2021-07-15,Kota Klias,Komuniti,Sabah
2021-07-15,Desa Temuan,Komuniti,Selangor
2021-07-15,Sri Sabah,Komuniti,WP Kuala Lumpur
2021-07-15,Jalan Kampung Permatang Pasir,Komuniti,Kelantan
2021-07-16,Pekan Ranau,Kumpulan Berisiko Tinggi,Sabah
2021-07-16,Putra Bertam,Pendidikan,Pulau Pinang
2021-07-16,Jalan Cengal Selatan,Pendidikan,WP Kuala Lumpur
2021-07-16,Jalan Pulai Indah 27,Pendidikan,Johor
2021-07-16,Mahkota Batu 19,Kumpulan Berisiko Tinggi,Johor
2021-07-16,Batu Tujuh Jalan Kebun,Kumpulan Berisiko Tinggi,Selangor
2021-07-16,Kampung Alor Hijau,Komuniti,Kelantan
2021-07-16,Tembok Choh 3,Pusat Tahanan,Johor
2021-07-16,Tembok Tawakal Kluang,Pusat Tahanan,Johor
2021-07-16,Bukit Tinggi,Komuniti,Sarawak
2021-07-16,Lempaong,Komuniti,Sarawak
2021-07-16,Tok Jiring,Komuniti,Terengganu
2021-07-16,Jalan Bangsar,Komuniti,WP Kuala Lumpur
2021-07-16,Persiaran SIBC Satu,Tempat Kerja,Perak
2021-07-16,Jalan Lok Heng,Tempat Kerja,Johor
2021-07-16,Seksyen 11 Jalan Maju,Tempat Kerja,Kelantan
2021-07-16,Jalan Chengal Temerloh,Tempat Kerja,Pahang
2021-07-16,Jalan Gunung 32,Tempat Kerja,Johor
2021-07-16,Setapa,Tempat Kerja,Johor
2021-07-16,Industri Jalan Rukun Dua,Tempat Kerja,Selangor
2021-07-16,Wakaf Che Yeh,Tempat Kerja,Kelantan
2021-07-16,Kampung Lubuk Pusing,Komuniti,Perak
2021-07-16,Lorong IKS Juru Tiga,Tempat Kerja,Pulau Pinang
2021-07-16,Jalan Setiawangsa 11,Tempat Kerja,WP Kuala Lumpur
2021-07-16,Jalan Mahkota Kuantan,Tempat Kerja,Pahang
2021-07-16,Lorong Gemia,Tempat Kerja,Terengganu
2021-07-16,Industri Lot Satu,Tempat Kerja,Melaka
2021-07-16,Lorong Baiduri Satu,Tempat Kerja,Pahang
2021-07-16,Industri Alam Jaya Tiga,Tempat Kerja,Selangor
2021-07-16,Jalan Mayang Pasir,Tempat Kerja,Pulau Pinang
2021-07-16,Tapak Bina Jalan Lagong,Tempat Kerja,Selangor
2021-07-16,Satu Lagenda,Tempat Kerja,Melaka
2021-07-16,Kampung Kukup,Komuniti,Johor
2021-07-16,Terusan Utama,Komuniti,Selangor
2021-07-16,Bakti 2,Pusat Tahanan,Negeri Sembilan
2021-07-16,Kolam Air 2,Pusat Tahanan,Kedah
2021-07-16,Persiaran Cassia Selatan Satu,Tempat Kerja,Pulau Pinang
2021-07-17,Paya Datuk,Kumpulan Berisiko Tinggi,Melaka
2021-07-17,Jalan Seri Tawar,Pendidikan,Pulau Pinang
2021-07-17,Bedup Longgo,Komuniti,Sarawak
2021-07-17,Lorong Perusahaan 8B,Tempat Kerja,Pulau Pinang
2021-07-17,Lorong Perusahaan Baru Tiga,Tempat Kerja,Pulau Pinang
2021-07-17,Saujana Putra Satu,Tempat Kerja,Selangor
2021-07-17,Industri Alam Perdana,Tempat Kerja,Selangor
2021-07-17,Industri Saujana Teratai,Tempat Kerja,Selangor
2021-07-17,Jambatan Liawan,Komuniti,Sabah
2021-07-17,Tapak Bina Jalan Batu View,Tempat Kerja,WP Kuala Lumpur
2021-07-17,Jalan Limau Purut,Tempat Kerja,WP Kuala Lumpur
2021-07-17,Lorong Jelawat,Tempat Kerja,Pulau Pinang
2021-07-17,Tapak Bina Jalan Awan Besar,Tempat Kerja,WP Kuala Lumpur
2021-07-17,Industri Lot 11 Tangga Batu,Tempat Kerja,Melaka
2021-07-17,Industri Lot Lima Batu Berendam,Tempat Kerja,Melaka
2021-07-17,Industri Jalan TJ Utara,Tempat Kerja,Negeri Sembilan
2021-07-17,Industri Chembong,Tempat Kerja,Negeri Sembilan
2021-07-17,Kampung Tanjung Tok Sadang,Komuniti,Kelantan
2021-07-17,Kampung Bujuk,Komuniti,Kelantan
2021-07-17,Kampung Kepas,Komuniti,Kelantan
2021-07-17,Rantau Melor,Komuniti,Pahang
2021-07-17,Industri Jalan Usaha 13,Tempat Kerja,Melaka
2021-07-17,Perindustrian PLO 34,Tempat Kerja,Johor
2021-07-17,Lorong Perusahaan 10,Tempat Kerja,Pulau Pinang
2021-07-17,Lorong Chinniah,Kumpulan Berisiko Tinggi,Selangor
2021-07-17,Jalan Penaga 18,Tempat Kerja,Johor
2021-07-17,Jalan Langsat Choh,Tempat Kerja,Johor
2021-07-17,Jalan Keluli Empat,Tempat Kerja,Johor
2021-07-18,Industri Desa Aman,Tempat Kerja,Selangor
2021-07-18,Industri Jalan Klinik,Tempat Kerja,Selangor
2021-07-18,Persiaran Pekeliling Bangi,Tempat Kerja,Selangor
2021-07-18,Agathis,Tempat Kerja,Sabah
2021-07-18,Sri Sandau,Tempat Kerja,Sabah
2021-07-18,Jalan Segambut Duta,Tempat Kerja,WP Kuala Lumpur
2021-07-18,Industri Jalan Usaha 12,Tempat Kerja,Melaka
2021-07-18,Dah Padang Temusu,Tempat Kerja,Kedah
2021-07-18,Batu Enam Pandan,Tempat Kerja,Johor
2021-07-18,Jalan Bacang 30,Komuniti,Johor
2021-07-18,Jalan Tasek Seri Alam,Komuniti,Johor
2021-07-18,Jalan Denai Utama,Komuniti,Johor
2021-07-18,Dah Kampung Kerchut,Komuniti,Kedah
2021-07-18,Pos Iskandar,Komuniti,Pahang
2021-07-18,Tembok Tawau Dua,Pusat Tahanan,Sabah
2021-07-18,Batu Tiga Utara,Kumpulan Berisiko Tinggi,Sabah
2021-07-18,Lorong MIEL Lundang,Tempat Kerja,Kelantan
2021-07-19,Troitsky,Import,Johor
2021-07-19,Tembok Kemus 2,Pusat Tahanan,Melaka
2021-07-19,DTI Machap Umboo 2,Pusat Tahanan,Melaka
2021-07-19,Jalan Midah 8A,Kumpulan Berisiko Tinggi,WP Kuala Lumpur
2021-07-19,Bukit Tebuk,Komuniti,Terengganu
2021-07-19,Parit Beting,Komuniti,Johor
2021-07-19,Jalan Desa Mutiara Lapan,Komuniti,Johor
2021-07-19,Gudang Desa Corina,Tempat Kerja,Pahang
2021-07-19,Industri Persiaran Sultan,Tempat Kerja,Selangor
2021-07-19,Pauh,Tempat Kerja,Sabah
2021-07-19,Jalan Kilang Satu Jelapang,Tempat Kerja,Perak
2021-07-19,Dah 3/6 Industri Sungai Petani,Tempat Kerja,Kedah
2021-07-19,Teknologi Lot Enam 2,Tempat Kerja,Melaka
2021-07-19,Tapak Bina Jalan Kamuning,Tempat Kerja,WP Kuala Lumpur
2021-07-19,Jalan Jambu,Tempat Kerja,WP Kuala Lumpur
2021-07-19,Tapak Bina Jalan Binjai,Tempat Kerja,WP Kuala Lumpur
2021-07-19,Jalan Usahawan Lima,Tempat Kerja,Pulau Pinang
2021-07-19,Jalan Bayan Lepas,Tempat Kerja,Pulau Pinang
2021-07-19,Lebuh Tenggiri,Tempat Kerja,Pulau Pinang
2021-07-19,Industri Valdor,Tempat Kerja,Pulau Pinang
2021-07-19,Kampung Parit Tiram,Tempat Kerja,Johor
2021-07-19,Jalan Rami Dua,Tempat Kerja,Johor
2021-07-19,Industri Jalan Seelong,Tempat Kerja,Johor
2021-07-19,Industri Jalan Firma Kluang,Tempat Kerja,Johor
2021-07-19,Kampung Dewan Besar,Komuniti,Kelantan
2021-07-19,Jalan Rekang Tangok,Kumpulan Berisiko Tinggi,Kelantan
2021-07-19,Sungai Long,Komuniti,Kelantan
2021-07-19,Angsana,Komuniti,Sabah
2021-07-19,Jalan Selalang,Komuniti,Sarawak
2021-07-19,Jalan Pak Ngah Aziz,Komuniti,Pahang
2021-07-19,Industri Elektronik Bemban,Tempat Kerja,Melaka
2021-07-20,Kampung Sungai Seputeh,Komuniti,Perak
2021-07-20,DTI Bidor,Pusat Tahanan,Perak
2021-07-20,Industri Jalan Haji Sirat,Tempat Kerja,Selangor
2021-07-20,Industri Persiaran Subang,Tempat Kerja,Selangor
2021-07-20,Alam Jaya Lima,Tempat Kerja,Selangor
2021-07-20,Industri Kenanga Satu,Tempat Kerja,Selangor
2021-07-20,Simpang Jeram,Tempat Kerja,Johor
2021-07-20,Jalan Sri Pelangi,Tempat Kerja,Johor
2021-07-20,Jalan Istimewa Dua,Tempat Kerja,Johor
2021-07-20,Tapak Bina Jalan Kia Peng,Tempat Kerja,WP Kuala Lumpur
2021-07-20,Paya Luas,Kumpulan Berisiko Tinggi,Pahang
2021-07-20,Jalan Stadium,Tempat Kerja,Kelantan
2021-07-20,Industri Teknologi Cheng 30,Tempat Kerja,Melaka
2021-07-20,Jalan Waterfront,Tempat Kerja,Negeri Sembilan
2021-07-20,Pasar Besar Dungun,Tempat Kerja,Terengganu
2021-07-20,Kampung Pukak,Komuniti,Sabah
2021-07-20,Jalan Bukit Chagar,Kumpulan Berisiko Tinggi,Johor
2021-07-20,Jalan Berhala Merah,Tempat Kerja,WP Kuala Lumpur
